zip,fips,state,county,population
39667,28147,MS,Walthall,10138
39702,28087,MS,Lowndes,59324
39735,28019,MS,Choctaw,8103
39744,28155,MS,Webster,11795
39759,28105,MS,Oktibbeha,48917
39773,28025,MS,Clay,18601
39819,13087,GA,Decatur,28910
39823,13099,GA,Early,10429
39828,13131,GA,Grady,23631
39837,13201,GA,Miller,5994
39840,13243,GA,Randolph,6213
39842,13273,GA,Terrell,8758
39845,13253,GA,Seminole,9183
39851,13061,GA,Clay,2586
39854,13239,GA,Quitman,2407
39866,13037,GA,Calhoun,6593
39870,13007,GA,Baker,1869
40004,21179,KY,Nelson,49125
40006,21223,KY,Trimble,10404
40031,21185,KY,Oldham,79445
40033,21155,KY,Marion,19324
40057,21103,KY,Henry,17005
40065,21211,KY,Shelby,43753
40069,21229,KY,Washington,11487
40071,21215,KY,Spencer,17941
40143,21027,KY,Breckinridge,21055
40165,21029,KY,Bullitt,70985
40175,21163,KY,Meade,36579
40214,21111,KY,Jefferson,783399
40311,21181,KY,Nicholas,7704
40322,21165,KY,Menifee,6291
40324,21209,KY,Scott,58661
40330,21167,KY,Mercer,23611
40336,21065,KY,Estill,14048
40342,21005,KY,Anderson,23739
40351,21205,KY,Rowan,25194
40353,21173,KY,Montgomery,47256
40356,21113,KY,Jessamine,52894
40359,21187,KY,Owen,10442
40360,21011,KY,Bath,13544
40361,21017,KY,Bourbon,19038
40380,21197,KY,Powell,13115
40383,21239,KY,Woodford,28232
40391,21049,KY,Clark,36729
40422,21021,KY,Boyle,31076
40444,21079,KY,Garrard,16771
40447,21109,KY,Jackson,13115
40456,21203,KY,Rockcastle,13986
40475,21151,KY,Madison,95005
40484,21137,KY,Lincoln,22660
40509,21067,KY,Fayette,321882
40601,21073,KY,Franklin,51627
40701,21235,KY,Whitley,51202
40741,21125,KY,Laurel,55275
40831,21095,KY,Harlan,26249
40906,21121,KY,Knox,23173
40962,21051,KY,Clay,19917
40965,21013,KY,Bell,24395
41004,21023,KY,Bracken,8179
41008,21041,KY,Carroll,10966
41017,21117,KY,Kenton,165256
41031,21097,KY,Harrison,19639
41035,21081,KY,Grant,28380
41040,21191,KY,Pendleton,13112
41041,21069,KY,Fleming,15213
41042,21015,KY,Boone,141911
41056,21161,KY,Mason,17853
41064,21201,KY,Robertson,2122
41071,21037,KY,Campbell,93172
41095,21077,KY,Gallatin,5901
41102,21019,KY,Boyd,52167
41143,21043,KY,Carter,27263
41144,21089,KY,Greenup,32750
41171,21063,KY,Elliott,5071
41179,21135,KY,Lewis,13101
41224,21159,KY,Martin,10734
41230,21127,KY,Lawrence,16321
41240,21115,KY,Johnson,21579
41301,21237,KY,Wolfe,6857
41311,21129,KY,Lee,6516
41314,21189,KY,Owsley,4752
41339,21025,KY,Breathitt,12784
41465,21153,KY,Magoffin,11404
41472,21175,KY,Morgan,14210
41501,21195,KY,Pike,57372
41653,21071,KY,Floyd,34420
41701,21193,KY,Perry,28201
41749,21131,KY,Leslie,9632
41822,21119,KY,Knott,15091
41858,21133,KY,Letcher,22080
42001,21145,KY,McCracken,64513
42023,21039,KY,Carlisle,4545
42025,21157,KY,Marshall,31153
42031,21105,KY,Hickman,3552
42038,21143,KY,Lyon,8541
42041,21075,KY,Fulton,7713
42053,21007,KY,Ballard,10065
42064,21055,KY,Crittenden,8035
42066,21083,KY,Graves,38098
42071,21035,KY,Calloway,37518
42081,21139,KY,Livingston,9261
42101,21227,KY,Warren,144627
42129,21169,KY,Metcalfe,10670
42134,21213,KY,Simpson,19117
42141,21009,KY,Barren,40167
42164,21003,KY,Allen,20076
42167,21171,KY,Monroe,11703
42210,21061,KY,Edmonson,9694
42211,21221,KY,Trigg,12912
42220,21219,KY,Todd,11390
42240,21047,KY,Christian,61871
42261,21031,KY,Butler,11218
42276,21141,KY,Logan,29497
42301,21059,KY,Daviess,101340
42320,21183,KY,Ohio,24893
42327,21149,KY,McLean,9364
42345,21177,KY,Muhlenberg,30242
42348,21091,KY,Hancock,10221
42420,21101,KY,Henderson,44147
42431,21107,KY,Hopkins,46033
42437,21225,KY,Union,14060
42445,21033,KY,Caldwell,12297
42455,21233,KY,Webster,13422
42503,21199,KY,Pulaski,66565
42539,21045,KY,Casey,18452
42602,21053,KY,Clinton,9138
42633,21231,KY,Wayne,19161
42635,21147,KY,McCreary,16497
42642,21207,KY,Russell,18404
42701,21093,KY,Hardin,104408
42717,21057,KY,Cumberland,5964
42718,21217,KY,Taylor,28258
42728,21001,KY,Adair,17952
42743,21087,KY,Green,10333
42748,21123,KY,Larue,10829
42754,21085,KY,Grayson,25214
42765,21099,KY,Hart,24035
43015,39041,OH,Delaware,221676
43040,39159,OH,Union,50217
43050,39083,OH,Knox,63297
43055,39089,OH,Licking,163114
43076,39127,OH,Perry,38457
43078,39021,OH,Champaign,37529
43113,39129,OH,Pickaway,57764
43123,39049,OH,Franklin,1314354
43130,39045,OH,Fairfield,186676
43138,39073,OH,Hocking,34843
43140,39097,OH,Madison,56187
43160,39047,OH,Fayette,25687
43302,39101,OH,Marion,65372
43311,39091,OH,Logan,44663
43326,39065,OH,Hardin,33665
43351,39175,OH,Wyandot,22227
43420,39143,OH,Sandusky,51886
43452,39123,OH,Ottawa,38091
43506,39171,OH,Williams,37804
43512,39039,OH,Defiance,37898
43545,39069,OH,Henry,27552
43551,39173,OH,Wood,132131
43558,39051,OH,Fulton,47048
43615,39095,OH,Lucas,424963
43701,39119,OH,Muskingum,91481
43724,39121,OH,Noble,14053
43725,39059,OH,Guernsey,37522
43756,39115,OH,Morgan,14527
43793,39111,OH,Monroe,11760
43812,39031,OH,Coshocton,33455
43907,39067,OH,Harrison,13613
43950,39013,OH,Belmont,65763
43952,39081,OH,Jefferson,66081
44004,39007,OH,Ashtabula,97617
44024,39055,OH,Geauga,90510
44035,39093,OH,Lorain,305041
44060,39085,OH,Lake,231877
44107,39035,OH,Cuyahoga,1255224
44203,39153,OH,Summit,541846
44240,39133,OH,Portage,170806
44256,39103,OH,Medina,181928
44460,39029,OH,Columbiana,103294
44483,39155,OH,Trumbull,193859
44512,39099,OH,Mahoning,225453
44615,39019,OH,Carroll,37550
44646,39151,OH,Stark,359069
44654,39075,OH,Holmes,48573
44663,39157,OH,Tuscarawas,92969
44691,39169,OH,Wayne,117149
44805,39005,OH,Ashland,50932
44820,39033,OH,Crawford,27336
44833,39117,OH,Morrow,42664
44857,39077,OH,Huron,72318
44870,39043,OH,Erie,78232
44883,39147,OH,Seneca,60737
44903,39139,OH,Richland,125843
45011,39017,OH,Butler,386077
45040,39165,OH,Warren,227646
45133,39071,OH,Highland,42931
45140,39025,OH,Clermont,219586
45154,39015,OH,Brown,38765
45177,39027,OH,Clinton,46911
45238,39061,OH,Hamilton,839382
45320,39135,OH,Preble,40309
45324,39057,OH,Greene,203047
45331,39037,OH,Darke,52181
45365,39149,OH,Shelby,45744
45373,39109,OH,Miami,104887
45424,39113,OH,Montgomery,506915
45503,39023,OH,Clark,134978
45601,39141,OH,Ross,75517
45631,39053,OH,Gallia,29277
45638,39087,OH,Lawrence,57224
45640,39079,OH,Jackson,32540
45651,39163,OH,Vinton,13172
45662,39145,OH,Scioto,73477
45690,39131,OH,Pike,24348
45693,39001,OH,Adams,32903
45701,39009,OH,Athens,52918
45750,39167,OH,Washington,57462
45769,39105,OH,Meigs,25952
45805,39003,OH,Allen,109060
45822,39107,OH,Mercer,42487
45840,39063,OH,Hancock,68905
45875,39137,OH,Putnam,35752
45879,39125,OH,Paulding,18056
45891,39161,OH,Van Wert,24034
45895,39011,OH,Auglaize,45420
46012,18095,IN,Madison,130726
46032,18057,IN,Hamilton,341929
46041,18023,IN,Clinton,33892
46072,18159,IN,Tipton,14228
46077,18011,IN,Boone,74054
46112,18063,IN,Hendricks,172358
46135,18133,IN,Putnam,34436
46140,18059,IN,Hancock,92655
46143,18081,IN,Johnson,157424
46151,18109,IN,Morgan,83017
46173,18139,IN,Rush,16629
46176,18145,IN,Shelby,49232
46227,18097,IN,Marion,973167
46307,18089,IN,Lake,502997
46310,18073,IN,Jasper,34949
46349,18111,IN,Newton,11947
46350,18091,IN,LaPorte,118438
46383,18127,IN,Porter,167201
46514,18039,IN,Elkhart,206440
46530,18141,IN,St. Joseph,275174
46534,18149,IN,Starke,21145
46563,18099,IN,Marshall,47078
46580,18085,IN,Kosciusko,78433
46703,18151,IN,Steuben,35466
46706,18033,IN,DeKalb,46924
46714,18179,IN,Wells,28292
46725,18183,IN,Whitley,36357
46733,18001,IN,Adams,35387
46750,18069,IN,Huntington,40483
46755,18113,IN,Noble,45454
46761,18087,IN,LaGrange,38889
46835,18003,IN,Allen,380086
46901,18067,IN,Howard,85939
46923,18015,IN,Carroll,16681
46947,18017,IN,Cass,37807
46953,18053,IN,Grant,67218
46970,18103,IN,Miami,33474
46975,18049,IN,Fulton,19157
46992,18169,IN,Wabash,31526
46996,18131,IN,Pulaski,12979
47006,18137,IN,Ripley,28585
47012,18047,IN,Franklin,17679
47025,18029,IN,Dearborn,57312
47040,18115,IN,Ohio,5408
47043,18155,IN,Switzerland,8348
47112,18061,IN,Harrison,40256
47118,18025,IN,Crawford,11108
47130,18019,IN,Clark,124621
47150,18043,IN,Floyd,78098
47167,18175,IN,Washington,26683
47170,18143,IN,Scott,23886
47201,18005,IN,Bartholomew,82365
47240,18031,IN,Decatur,27961
47250,18077,IN,Jefferson,36864
47265,18079,IN,Jennings,26201
47274,18071,IN,Jackson,48404
47304,18035,IN,Delaware,111405
47331,18041,IN,Fayette,22769
47348,18009,IN,Blackford,12674
47353,18161,IN,Union,6727
47362,18065,IN,Henry,49163
47371,18075,IN,Jay,20660
47374,18177,IN,Wayne,67531
47394,18135,IN,Randolph,25336
47401,18105,IN,Monroe,138318
47421,18093,IN,Lawrence,46524
47441,18055,IN,Greene,31288
47448,18013,IN,Brown,18255
47454,18117,IN,Orange,18946
47460,18119,IN,Owen,21577
47501,18027,IN,Daviess,31039
47546,18037,IN,Dubois,43938
47553,18101,IN,Martin,11756
47567,18125,IN,Pike,11946
47586,18123,IN,Perry,18058
47591,18083,IN,Knox,36239
47620,18129,IN,Posey,20786
47630,18173,IN,Warrick,67445
47635,18147,IN,Spencer,17632
47670,18051,IN,Gibson,34257
47714,18163,IN,Vanderburgh,183323
47802,18167,IN,Vigo,103784
47834,18021,IN,Clay,26811
47842,18165,IN,Vermillion,15079
47872,18121,IN,Parke,16492
47882,18153,IN,Sullivan,20952
47906,18157,IN,Tippecanoe,187472
47932,18045,IN,Fountain,18742
47933,18107,IN,Montgomery,38617
47944,18007,IN,Benton,7130
47960,18181,IN,White,26777
47993,18171,IN,Warren,8857
48044,26099,MI,Macomb,876405
48060,26147,MI,St. Clair,161565
48162,26115,MI,Monroe,162701
48180,26163,MI,Wayne,1769800
48197,26161,MI,Washtenaw,353027
48307,26125,MI,Oakland,1300192
48413,26063,MI,Huron,28940
48422,26151,MI,Sanilac,43269
48439,26049,MI,Genesee,381087
48446,26087,MI,Lapeer,86856
48601,26145,MI,Saginaw,187773
48624,26051,MI,Gladwin,29912
48625,26035,MI,Clare,33779
48642,26111,MI,Midland,81257
48647,26135,MI,Oscoda,10461
48653,26143,MI,Roscommon,25954
48658,26011,MI,Arenac,13643
48661,26129,MI,Ogemaw,19477
48706,26017,MI,Bay,99417
48723,26157,MI,Tuscola,52640
48740,26001,MI,Alcona,12000
48750,26069,MI,Iosco,25615
48801,26057,MI,Gratiot,43914
48823,26065,MI,Ingham,275256
48838,26117,MI,Montcalm,68817
48843,26093,MI,Livingston,199369
48846,26067,MI,Ionia,65929
48858,26073,MI,Isabella,61851
48867,26155,MI,Shiawassee,72770
48906,26037,MI,Clinton,84648
48917,26045,MI,Eaton,116402
49009,26077,MI,Kalamazoo,256326
49015,26025,MI,Calhoun,134625
49036,26023,MI,Branch,44987
49047,26027,MI,Cass,42847
49058,26015,MI,Barry,52374
49090,26159,MI,Van Buren,80578
49091,26149,MI,St. Joseph,61239
49120,26021,MI,Berrien,163874
49201,26075,MI,Jackson,159946
49221,26091,MI,Lenawee,98819
49242,26059,MI,Hillsdale,45291
49304,26085,MI,Lake,12184
49307,26107,MI,Mecosta,37616
49337,26123,MI,Newaygo,45533
49420,26127,MI,Oceana,27719
49423,26005,MI,Allegan,151788
49424,26139,MI,Ottawa,281256
49431,26105,MI,Mason,27188
49442,26121,MI,Muskegon,175994
49508,26081,MI,Kent,655041
49601,26165,MI,Wexford,33435
49643,26019,MI,Benzie,23245
49646,26079,MI,Kalkaska,17712
49651,26113,MI,Missaukee,13045
49659,26009,MI,Antrim,23790
49660,26101,MI,Manistee,25226
49677,26133,MI,Osceola,26564
49684,26089,MI,Leelanau,38304
49686,26055,MI,Grand Traverse,77417
49707,26007,MI,Alpena,27113
49709,26119,MI,Montmorency,7026
49720,26029,MI,Charlevoix,27128
49721,26031,MI,Cheboygan,22098
49735,26137,MI,Otsego,24604
49738,26039,MI,Crawford,11509
49770,26047,MI,Emmet,35981
49779,26141,MI,Presque Isle,14758
49781,26097,MI,Mackinac,9863
49783,26033,MI,Chippewa,36876
49801,26043,MI,Dickinson,26212
49829,26041,MI,Delta,36456
49854,26153,MI,Schoolcraft,8216
49855,26103,MI,Marquette,67981
49858,26109,MI,Menominee,22718
49862,26003,MI,Alger,8110
49868,26095,MI,Luce,6386
49931,26061,MI,Houghton,38355
49935,26071,MI,Iron,11586
49938,26053,MI,Gogebic,14480
49946,26013,MI,Baraga,8135
49950,26083,MI,Keweenaw,1814
49953,26131,MI,Ontonagon,5483
50010,19169,IA,Story,97578
50022,19029,IA,Cass,13960
50023,19153,IA,Polk,493070
50025,19009,IA,Audubon,5103
50036,19015,IA,Boone,26812
50049,19117,IA,Lucas,8704
50060,19185,IA,Wayne,6294
50112,19157,IA,Poweshiek,19278
50125,19181,IA,Warren,51127
50126,19083,IA,Hardin,15806
50129,19073,IA,Greene,8606
50140,19053,IA,Decatur,7471
50158,19127,IA,Marshall,39701
50208,19099,IA,Jasper,36343
50213,19039,IA,Clarke,9860
50216,19077,IA,Guthrie,12345
50219,19125,IA,Marion,33810
50250,19001,IA,Adair,7421
50266,19049,IA,Dallas,107271
50273,19121,IA,Madison,23661
50401,19033,IA,Cerro Gordo,41883
50436,19189,IA,Winnebago,11981
50438,19081,IA,Hancock,10336
50441,19069,IA,Franklin,11729
50459,19195,IA,Worth,6981
50461,19131,IA,Mitchell,9554
50501,19187,IA,Webster,36705
50511,19109,IA,Kossuth,13972
50533,19197,IA,Wright,12793
50536,19147,IA,Palo Alto,9320
50548,19091,IA,Humboldt,9242
50574,19151,IA,Pocahontas,7472
50579,19025,IA,Calhoun,10371
50583,19161,IA,Sac,9089
50588,19021,IA,Buena Vista,20636
50595,19079,IA,Hamilton,14612
50613,19013,IA,Black Hawk,134178
50616,19067,IA,Floyd,15328
50638,19075,IA,Grundy,11538
50644,19019,IA,Buchanan,17975
50659,19037,IA,Chickasaw,12076
50662,19065,IA,Fayette,18870
50665,19023,IA,Butler,14650
50677,19017,IA,Bremer,25937
50801,19175,IA,Union,11567
50841,19003,IA,Adams,3309
50851,19173,IA,Taylor,6313
50854,19159,IA,Ringgold,4291
51012,19035,IA,Cherokee,11484
51031,19149,IA,Plymouth,33554
51040,19133,IA,Monona,8749
51106,19193,IA,Woodbury,97529
51246,19119,IA,Lyon,12263
51249,19143,IA,Osceola,6065
51250,19167,IA,Sioux,41232
51301,19041,IA,Clay,16414
51334,19063,IA,Emmet,9411
51346,19141,IA,O'Brien,9185
51360,19059,IA,Dickinson,17874
51401,19027,IA,Carroll,19401
51442,19047,IA,Crawford,16154
51445,19093,IA,Ida,7299
51503,19155,IA,Pottawattamie,92871
51534,19129,IA,Mills,13504
51537,19165,IA,Shelby,11401
51555,19085,IA,Harrison,14922
51566,19137,IA,Montgomery,11197
51632,19145,IA,Page,15002
51652,19071,IA,Fremont,6820
52001,19061,IA,Dubuque,91428
52052,19043,IA,Clayton,16209
52057,19055,IA,Delaware,20192
52060,19097,IA,Jackson,20091
52101,19191,IA,Winneshiek,19254
52136,19089,IA,Howard,10964
52172,19005,IA,Allamakee,16747
52205,19105,IA,Jones,23604
52240,19103,IA,Johnson,157808
52339,19171,IA,Tama,15121
52349,19011,IA,Benton,27380
52353,19183,IA,Washington,19443
52361,19095,IA,Iowa,16173
52402,19113,IA,Linn,228077
52501,19179,IA,Wapello,35389
52531,19135,IA,Monroe,7253
52537,19051,IA,Davis,8901
52544,19007,IA,Appanoose,12711
52556,19101,IA,Jefferson,16343
52565,19177,IA,Van Buren,6505
52577,19123,IA,Mahaska,20739
52591,19107,IA,Keokuk,9425
52601,19057,IA,Des Moines,38412
52627,19111,IA,Lee,34200
52641,19087,IA,Henry,20947
52722,19163,IA,Scott,175270
52732,19045,IA,Clinton,45931
52738,19115,IA,Louisa,9337
52761,19139,IA,Muscatine,42291
52772,19031,IA,Cedar,20989
53051,55133,WI,Waukesha,414026
53081,55117,WI,Sheboygan,117857
53092,55089,WI,Ozaukee,93006
53095,55131,WI,Washington,137417
53142,55059,WI,Kenosha,161928
53190,55127,WI,Walworth,107479
53215,55079,WI,Milwaukee,927809
53402,55101,WI,Racine,206054
53511,55105,WI,Rock,169979
53530,55065,WI,Lafayette,16228
53533,55049,WI,Iowa,22734
53538,55055,WI,Jefferson,76790
53566,55045,WI,Green,29866
53581,55103,WI,Richland,17038
53711,55025,WI,Dane,562990
53818,55043,WI,Grant,54388
53821,55023,WI,Crawford,15519
53901,55021,WI,Columbia,58239
53913,55111,WI,Sauk,64274
53916,55027,WI,Dodge,74377
53946,55047,WI,Green Lake,12074
53948,55057,WI,Juneau,27742
53949,55077,WI,Marquette,17614
53965,55001,WI,Adams,31340
54001,55095,WI,Polk,47164
54016,55109,WI,St. Croix,86899
54022,55093,WI,Pierce,49808
54115,55009,WI,Brown,267415
54121,55037,WI,Florence,3392
54135,55078,WI,Menominee,4100
54143,55075,WI,Marinette,41752
54153,55083,WI,Oconto,38369
54166,55115,WI,Shawano,46334
54217,55061,WI,Kewaunee,21341
54220,55071,WI,Manitowoc,80963
54235,55029,WI,Door,29675
54401,55073,WI,Marathon,131735
54409,55067,WI,Langlade,18971
54451,55119,WI,Taylor,19666
54452,55069,WI,Lincoln,32196
54456,55019,WI,Clark,34697
54481,55097,WI,Portage,67499
54494,55141,WI,Wood,75827
54501,55085,WI,Oneida,33872
54520,55041,WI,Forest,9962
54521,55125,WI,Vilas,26057
54534,55051,WI,Iron,6013
54555,55099,WI,Price,13886
54601,55063,WI,La Crosse,121410
54612,55121,WI,Trempealeau,31729
54615,55053,WI,Jackson,19227
54656,55081,WI,Monroe,45850
54665,55123,WI,Vernon,29694
54703,55035,WI,Eau Claire,109245
54729,55017,WI,Chippewa,65406
54736,55091,WI,Pepin,7565
54751,55033,WI,Dunn,44748
54755,55011,WI,Buffalo,14406
54801,55129,WI,Washburn,18168
54806,55003,WI,Ashland,17885
54840,55013,WI,Burnett,15741
54843,55113,WI,Sawyer,18913
54848,55107,WI,Rusk,12097
54868,55005,WI,Barron,44796
54880,55031,WI,Douglas,44805
54891,55007,WI,Bayfield,13601
54914,55087,WI,Outagamie,166605
54915,55015,WI,Calumet,97099
54923,55137,WI,Waushara,30928
54935,55039,WI,Fond du Lac,112750
54956,55139,WI,Winnebago,149597
54981,55135,WI,Waupaca,55414
55008,27059,MN,Isanti,34821
55021,27131,MN,Rice,69725
55041,27157,MN,Wabasha,21565
55044,27037,MN,Dakota,444028
55051,27065,MN,Kanabec,18912
55056,27025,MN,Chisago,53489
55060,27147,MN,Steele,37884
55063,27115,MN,Pine,28299
55066,27049,MN,Goodhue,49530
55106,27123,MN,Ramsey,544128
55125,27163,MN,Washington,255951
55303,27003,MN,Anoka,385428
55307,27143,MN,Sibley,13443
55313,27171,MN,Wright,121780
55318,27019,MN,Carver,104129
55330,27141,MN,Sherburne,116813
55350,27085,MN,McLeod,37847
55355,27093,MN,Meeker,23138
55369,27053,MN,Hennepin,1278241
55371,27095,MN,Mille Lacs,33304
55379,27139,MN,Scott,142844
55604,27031,MN,Cook,5633
55616,27075,MN,Lake,16046
55720,27017,MN,Carlton,38457
55744,27061,MN,Itasca,45147
55811,27137,MN,St. Louis,192552
55901,27109,MN,Olmsted,161722
55912,27099,MN,Mower,40601
55944,27039,MN,Dodge,20623
55947,27055,MN,Houston,19686
55975,27045,MN,Fillmore,22943
55987,27169,MN,Winona,48676
56001,27013,MN,Blue Earth,70068
56003,27103,MN,Nicollet,33669
56007,27047,MN,Freeborn,29510
56013,27043,MN,Faribault,13532
56031,27091,MN,Martin,20262
56071,27079,MN,Le Sueur,35733
56073,27015,MN,Brown,27408
56081,27165,MN,Watonwan,10872
56093,27161,MN,Waseca,19359
56101,27033,MN,Cottonwood,11312
56143,27063,MN,Jackson,9796
56156,27133,MN,Rock,10290
56164,27117,MN,Pipestone,8946
56172,27101,MN,Murray,7653
56178,27081,MN,Lincoln,5886
56187,27105,MN,Nobles,21390
56201,27067,MN,Kandiyohi,43360
56215,27151,MN,Swift,10075
56232,27073,MN,Lac qui Parle,6335
56241,27173,MN,Yellow Medicine,10172
56258,27083,MN,Lyon,26443
56265,27023,MN,Chippewa,11482
56267,27149,MN,Stevens,10018
56277,27129,MN,Renville,14891
56278,27011,MN,Big Stone,5006
56283,27127,MN,Redwood,15378
56296,27155,MN,Traverse,3381
56301,27145,MN,Stearns,166226
56308,27041,MN,Douglas,36078
56334,27121,MN,Pope,12984
56345,27097,MN,Morrison,32016
56347,27153,MN,Todd,26956
56379,27009,MN,Benton,33418
56401,27035,MN,Crow Wing,62473
56431,27001,MN,Aitkin,19032
56470,27057,MN,Hubbard,18823
56472,27021,MN,Cass,37220
56482,27159,MN,Wadena,17416
56501,27005,MN,Becker,33362
56510,27107,MN,Norman,6240
56520,27167,MN,Wilkin,6535
56531,27051,MN,Grant,6507
56537,27111,MN,Otter Tail,56793
56557,27087,MN,Mahnomen,6275
56560,27027,MN,Clay,66012
56601,27007,MN,Beltrami,45114
56621,27029,MN,Clearwater,12251
56623,27077,MN,Lake of the Woods,4320
56649,27071,MN,Koochiching,12368
56701,27113,MN,Pennington,14234
56721,27119,MN,Polk,32885
56728,27069,MN,Kittson,4112
56738,27089,MN,Marshall,5783
56750,27125,MN,Red Lake,4081
56751,27135,MN,Roseau,15036
57006,46011,SD,Brookings,34361
57028,46101,SD,Moody,5712
57042,46079,SD,Lake,11279
57049,46127,SD,Union,14242
57053,46125,SD,Turner,8701
57058,46087,SD,McCook,5855
57062,46009,SD,Bon Homme,7113
57069,46027,SD,Clay,14066
57078,46135,SD,Yankton,23741
57106,46099,SD,Minnehaha,207362
57108,46083,SD,Lincoln,64581
57201,46029,SD,Codington,28549
57212,46077,SD,Kingsbury,6173
57223,46057,SD,Hamlin,5065
57225,46025,SD,Clark,3595
57226,46039,SD,Deuel,5476
57252,46051,SD,Grant,8763
57262,46109,SD,Roberts,8976
57274,46037,SD,Day,5473
57301,46035,SD,Davison,20895
57311,46061,SD,Hanson,2450
57325,46015,SD,Brule,5357
57328,46043,SD,Douglas,3031
57339,46017,SD,Buffalo,1464
57345,46069,SD,Hyde,1290
57349,46097,SD,Miner,2107
57350,46005,SD,Beadle,19676
57362,46059,SD,Hand,3431
57366,46067,SD,Hutchinson,7845
57368,46003,SD,Aurora,2495
57380,46023,SD,Charles Mix,9208
57382,46073,SD,Jerauld,1251
57385,46111,SD,Sanborn,2532
57401,46013,SD,Brown,38102
57430,46091,SD,Marshall,4263
57437,46089,SD,McPherson,2390
57438,46049,SD,Faulk,1753
57442,46107,SD,Potter,2834
57451,46045,SD,Edmunds,3651
57469,46115,SD,Spink,6284
57472,46129,SD,Walworth,1838
57501,46065,SD,Hughes,18208
57532,46117,SD,Stanley,2941
57533,46053,SD,Gregory,3806
57548,46085,SD,Lyman,3704
57551,46007,SD,Bennett,3298
57555,46121,SD,Todd,8493
57559,46075,SD,Jones,1010
57564,46119,SD,Sully,1020
57567,46055,SD,Haakon,1751
57577,46071,SD,Jackson,2310
57579,46095,SD,Mellette,2203
57580,46123,SD,Tripp,5832
57623,46137,SD,Ziebach,1140
57625,46041,SD,Dewey,8867
57632,46021,SD,Campbell,1411
57638,46105,SD,Perkins,4050
57642,46031,SD,Corson,4255
57701,46103,SD,Pennington,103005
57717,46019,SD,Butte,11002
57719,46093,SD,Meade,39396
57720,46063,SD,Harding,1014
57730,46033,SD,Custer,8422
57747,46047,SD,Fall River,8136
57770,46102,SD,Oglala Lakota,13758
57783,46081,SD,Lawrence,25717
58054,38073,ND,Ransom,5345
58060,38081,ND,Sargent,3860
58072,38003,ND,Barnes,10634
58075,38077,ND,Richland,16486
58103,38017,ND,Cass,189617
58201,38035,ND,Grand Forks,72633
58220,38067,ND,Pembina,7098
58237,38099,ND,Walsh,10716
58240,38091,ND,Steele,3381
58249,38019,ND,Cavalier,3377
58257,38097,ND,Traill,6232
58301,38071,ND,Ramsey,11759
58316,38079,ND,Rolette,12099
58318,38009,ND,Bottineau,6465
58324,38095,ND,Towner,2068
58341,38103,ND,Wells,4250
58344,38063,ND,Nelson,3262
58356,38027,ND,Eddy,3001
58368,38069,ND,Pierce,3456
58370,38005,ND,Benson,5205
58401,38093,ND,Stutsman,21584
58421,38031,ND,Foster,3313
58425,38039,ND,Griggs,2242
58433,38045,ND,LaMoure,3727
58463,38083,ND,Sheridan,1118
58474,38021,ND,Dickey,5717
58482,38043,ND,Kidder,2085
58495,38051,ND,McIntosh,2444
58503,38015,ND,Burleigh,99726
58530,38065,ND,Oliver,1090
58533,38037,ND,Grant,2123
58538,38085,ND,Sioux,3465
58540,38055,ND,McLean,9591
58545,38057,ND,Mercer,8419
58552,38029,ND,Emmons,3291
58554,38059,ND,Morton,34400
58561,38047,ND,Logan,1713
58601,38089,ND,Stark,32391
58621,38033,ND,Golden Valley,1694
58622,38007,ND,Billings,2130
58623,38011,ND,Bowman,3295
58639,38001,ND,Adams,2068
58640,38025,ND,Dunn,4518
58646,38041,ND,Hettinger,1603
58647,38087,ND,Slope,1313
58701,38101,ND,Ward,68545
58730,38023,ND,Divide,2201
58761,38075,ND,Renville,2566
58763,38061,ND,Mountrail,9623
58773,38013,ND,Burke,2268
58790,38049,ND,McHenry,5726
58801,38105,ND,Williams,39413
58854,38053,ND,McKenzie,12210
59003,30075,MT,Powder River,2847
59011,30097,MT,Sweet Grass,3559
59019,30095,MT,Stillwater,9882
59034,30003,MT,Big Horn,12290
59036,30107,MT,Wheatland,2069
59038,30103,MT,Treasure,898
59043,30087,MT,Rosebud,8052
59046,30037,MT,Golden Valley,906
59047,30067,MT,Park,17241
59068,30009,MT,Carbon,10485
59072,30065,MT,Musselshell,4791
59087,30069,MT,Petroleum,348
59102,30111,MT,Yellowstone,167007
59201,30085,MT,Roosevelt,11337
59215,30055,MT,McCone,1400
59230,30105,MT,Valley,7409
59254,30091,MT,Sheridan,3727
59263,30019,MT,Daniels,1510
59270,30083,MT,Richland,11912
59301,30017,MT,Custer,11997
59313,30025,MT,Fallon,2882
59324,30011,MT,Carter,1079
59330,30021,MT,Dawson,8846
59337,30033,MT,Garfield,937
59349,30079,MT,Prairie,1255
59353,30109,MT,Wibaux,1164
59405,30013,MT,Cascade,84505
59417,30035,MT,Glacier,13743
59422,30099,MT,Teton,6384
59425,30073,MT,Pondera,6143
59442,30015,MT,Chouteau,5029
59457,30027,MT,Fergus,11600
59474,30101,MT,Toole,4852
59479,30045,MT,Judith Basin,2035
59501,30041,MT,Hill,17242
59522,30051,MT,Liberty,2070
59526,30005,MT,Blaine,6589
59538,30071,MT,Phillips,4606
59601,30049,MT,Lewis and Clark,73239
59634,30043,MT,Jefferson,12837
59644,30007,MT,Broadwater,5475
59645,30059,MT,Meagher,2005
